Текущее время и дата: 26-12-2021 22:13:49, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:13:50, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:13:51, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:13:53, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:13:53, Log level: ERROR, Идентификатор треда: LogThread-3, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:13:53, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:13:55, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:13:56, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:13:57, Log level: ERROR, Идентификатор треда: LogThread-3, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:13:57, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:13:59, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:13:59, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:01, Log level: ERROR, Идентификатор треда: LogThread-3, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:14:01, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:02, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:14:03, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:05, Log level: ERROR, Идентификатор треда: LogThread-3, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:14:05, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:14:05, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:07, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:08, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:14:09, Log level: ERROR, Идентификатор треда: LogThread-3, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:14:09, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:11, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:14:11, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:13, Log level: ERROR, Идентификатор треда: LogThread-3, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:14:13, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:14, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:14:15, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:17, Log level: ERROR, Идентификатор треда: LogThread-3, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:14:17, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:14:17, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:19, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:20, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:14:21, Log level: ERROR, Идентификатор треда: LogThread-3, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:14:21, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:23, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:14:23, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:25, Log level: ERROR, Идентификатор треда: LogThread-3, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:14:25, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:26, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:14:27, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:29, Log level: ERROR, Идентификатор треда: LogThread-3, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:14:29, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:14:29, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:31, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:32, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:14:33, Log level: ERROR, Идентификатор треда: LogThread-3, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:14:33, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:35, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:14:35, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:37, Log level: ERROR, Идентификатор треда: LogThread-3, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:14:37, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:14:38, Log level: DEBUG, Идентификатор треда: LogThread-1, Статус лога в данный момент DEBUG
Текущее время и дата: 26-12-2021 22:14:39, Log level: WARN, Идентификатор треда: LogThread-2, Статус лога в данный момент WARN
Текущее время и дата: 26-12-2021 22:15:48, Log level: INFO, Идентификатор треда: LogThread-3, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:15:48, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:15:48, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:15:50, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:15:51, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:15:52, Log level: INFO, Идентификатор треда: LogThread-3, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:15:52, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:15:54, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:15:54, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:15:56, Log level: INFO, Идентификатор треда: LogThread-3, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:15:56, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:15:57, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:15:58, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:00, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:00, Log level: INFO, Идентификатор треда: LogThread-3, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:00, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:02, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:03, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:04, Log level: INFO, Идентификатор треда: LogThread-3, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:04, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:06, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:06, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:08, Log level: INFO, Идентификатор треда: LogThread-3, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:08, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:09, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:10, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:12, Log level: INFO, Идентификатор треда: LogThread-3, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:12, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:12, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:14, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:15, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:16, Log level: INFO, Идентификатор треда: LogThread-3, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:16, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:18, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:18, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:20, Log level: INFO, Идентификатор треда: LogThread-3, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:20, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:21, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:22, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:24, Log level: INFO, Идентификатор треда: LogThread-3, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:24, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:24, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:26, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:27, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:28, Log level: INFO, Идентификатор треда: LogThread-3, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:28, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:30, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:30, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:32, Log level: INFO, Идентификатор треда: LogThread-3, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:32, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:33, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:34, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:36, Log level: INFO, Идентификатор треда: LogThread-3, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:36, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:36, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:38, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:39, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:40, Log level: INFO, Идентификатор треда: LogThread-3, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:40, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:42, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:42, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:44, Log level: INFO, Идентификатор треда: LogThread-3, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:44, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
Текущее время и дата: 26-12-2021 22:16:45, Log level: ERROR, Идентификатор треда: LogThread-1, Статус лога в данный момент ERROR
Текущее время и дата: 26-12-2021 22:16:46, Log level: INFO, Идентификатор треда: LogThread-2, Статус лога в данный момент INFO
